Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDJ02,4518,OUT027
NCZ05,1550,OUT045
NCL30,1632,OUT013
FDZ19,2509,OUT018
FDM45,1861,OUT049
FDO36,2815,OUT046
NCK31,789,OUT045
DRJ37,2797,OUT045
FDP24,1339,OUT018
FDF46,1627,OUT013
FDX46,-33,OUT019
NCL18,2832,OUT045
FDJ26,3554,OUT013
FDJ07,1613,OUT045
FDY15,2444,OUT013
DRG01,1614,OUT045
FDF58,769,OUT045
FDZ14,265,OUT019
FDP31,481,OUT049
FDH45,1108,OUT013
FDA09,578,OUT010
FDW31,2945,OUT035
FDA57,773,OUT046
NCE55,2822,OUT035
FDC17,636,OUT019
FDC59,736,OUT013
FDA22,2960,OUT013
FDK52,4114,OUT035
NCM26,2629,OUT046
NCT53,2477,OUT035
FDW45,2451,OUT018
NCI18,3505,OUT035
FDE38,2361,OUT018
FDF08,324,OUT019
FDY58,512,OUT010
FDF58,-55,OUT019
FDX39,4128,OUT017
FDB44,3475,OUT049
FDF28,1725,OUT013
FDE39,1582,OUT013
FDT37,3286,OUT018
FDZ45,2928,OUT017
FDO40,2742,OUT035
FDM57,2852,OUT027
DRG36,2853,OUT017
FDY36,178,OUT010
DRL60,4490,OUT027
FDS25,260,OUT019
DRF49,2691,OUT027
FDP16,3981,OUT045
FDS60,2256,OUT049
FDU15,1537,OUT027
FDK43,1654,OUT046
FDN25,684,OUT046
FDE53,1597,OUT049
FDB22,2604,OUT013
FDE39,1678,OUT017
FDX35,4090,OUT035
NCG54,3122,OUT049
FDH27,2639,OUT035
NCK42,3366,OUT013
FDS25,1771,OUT049
FDI10,2585,OUT018
FDU35,1709,OUT035
FDI04,2832,OUT017
DRK23,4762,OUT035
FDB53,357,OUT019
FDY02,3823,OUT049
FDM60,834,OUT035
NCJ31,625,OUT010
DRP35,1971,OUT017
NCQ30,1502,OUT018
DRL11,464,OUT010
FDU01,2933,OUT013
FDR39,3118,OUT035
FDO08,2400,OUT046
FDC02,4502,OUT045
NCZ29,1938,OUT035
FDF29,362,OUT010
FDZ23,2771,OUT017
NCU53,2080,OUT018
NCW30,3705,OUT013
NCM26,4401,OUT027
FDV50,2737,OUT027
FDW15,2844,OUT049
FDI35,4786,OUT027
FDO11,5172,OUT017
FDN48,1619,OUT046
NCA17,2576,OUT049
NCN54,1466,OUT013
FDP22,1182,OUT013
NCB54,1925,OUT035
FDD08,791,OUT045
DRM48,-75,OUT010
FDG41,2671,OUT027
FDE44,1724,OUT027
FDE26,2964,OUT035
NCS38,1637,OUT013
NCJ54,3397,OUT018
FDI40,202,OUT019
FDN45,2931,OUT018
FDU43,3668,OUT046
FDI04,451,OUT010
NCC07,1588,OUT018
NCC07,335,OUT019
NCD18,3466,OUT045
FDU55,4177,OUT035
FDX59,846,OUT035
FDR52,2824,OUT049
NCP17,755,OUT013
FDQ32,1656,OUT045
NCT17,2719,OUT049
FDO10,930,OUT049
FDE32,675,OUT049
FDN44,2762,OUT045
FDH02,1784,OUT035
FDK60,1606,OUT013
FDS24,259,OUT019
FDL03,296,OUT010
FDB46,5947,OUT027
FDO48,3894,OUT049
FDZ39,1607,OUT049
FDT02,1476,OUT027
FDC50,1627,OUT013
FDP39,923,OUT035
DRG15,652,OUT018
FDP10,1512,OUT018
FDF53,4462,OUT027
FDN34,2914,OUT045
FDK02,1577,OUT045
FDC23,3615,OUT045
FDJ10,504,OUT019
FDE53,1632,OUT035
FDR25,4476,OUT035
FDW50,2770,OUT046
FDS09,802,OUT049
FDW49,323,OUT010
FDU51,3063,OUT046
FDF28,1347,OUT018
NCY30,2749,OUT018
FDD44,5089,OUT045
FDX09,2805,OUT017
NCF30,1713,OUT013
FDZ50,450,OUT019
FDW37,1601,OUT013
FDD11,3816,OUT049
DRH39,1368,OUT018
FDA36,2689,OUT049
NCG43,1914,OUT049
FDF02,1695,OUT035
FDP57,2853,OUT027
NCE42,2851,OUT017
NCR38,5777,OUT027
FDP03,286,OUT019
FDO51,992,OUT035
NCQ42,1501,OUT046
NCM41,1720,OUT046
FDH48,2447,OUT027
DRF60,3976,OUT046
FDJ27,1897,OUT035
FDQ14,2838,OUT013
FDN27,1321,OUT017
NCQ02,2814,OUT046
FDJ33,1654,OUT049
FDP07,4701,OUT027
DRE01,4055,OUT049
FDU36,1634,OUT045
FDL28,4163,OUT017
NCX53,2703,OUT046
FDZ39,1544,OUT013
NCP42,2642,OUT013
FDJ14,1852,OUT035
FDK04,529,OUT049
NCC19,2758,OUT017
FDS09,533,OUT018
FDZ02,1705,OUT046
FDD35,1395,OUT018
NCY42,2541,OUT017
FDB05,4296,OUT045
FDF20,2871,OUT035
NCO41,1438,OUT018
FDC40,2736,OUT027
FDV58,2031,OUT045
FDZ57,1597,OUT045
DRM35,2912,OUT046
DRN36,1335,OUT018
FDQ13,1205,OUT046
DRO35,358,OUT010
NCD43,1871,OUT035
FDA51,1676,OUT018
NCX17,5950,OUT027
NCZ17,884,OUT049
FDR11,4440,OUT027
FDW34,3860,OUT049
FDN50,1700,OUT017
FDS09,693,OUT046
FDS48,2351,OUT018
FDL44,2634,OUT049
DRF48,2101,OUT018
FDA14,2460,OUT018
NCD30,1892,OUT049
FDI16,819,OUT017
NCG06,3958,OUT035
DRZ24,1712,OUT035
NCS17,1728,OUT045
FDB37,4061,OUT045
FDE10,1668,OUT035
FDC57,2783,OUT045
FDM12,2567,OUT018
FDE24,2812,OUT049
FDW22,3708,OUT045
DRD01,1500,OUT027
NCZ18,5777,OUT027
FDN49,589,OUT045
FDR22,1840,OUT035
FDV08,-123,OUT019
FDY39,3268,OUT046
FDV36,1676,OUT049
FDO60,761,OUT045
FDU04,2672,OUT027
FDR20,1746,OUT027
FDW19,324,OUT019
FDU40,2506,OUT049
FDK15,1639,OUT045
DRF15,2641,OUT035
FDQ25,3105,OUT017
FDI48,-88,OUT019
FDS49,1620,OUT046
FDV22,3091,OUT046
NCV42,1675,OUT046
FDX26,2983,OUT046
FDI33,1384,OUT018
FDZ14,1731,OUT049
FDG10,952,OUT013
FDM38,540,OUT018
FDG26,5919,OUT027
FDH46,1655,OUT035
FDN13,1311,OUT018
FDU57,2919,OUT035
NCI06,2912,OUT046
FDM38,977,OUT045
NCG42,338,OUT010
FDL39,2758,OUT045
FDT31,398,OUT019
FDV59,3961,OUT013
FDB49,1887,OUT035
FDD58,1600,OUT049
DRN59,897,OUT046
FDX48,2765,OUT049
FDQ11,4097,OUT049
FDY12,841,OUT049
FDQ11,4152,OUT045
DRI11,1788,OUT017
FDY32,4701,OUT027
FDS51,759,OUT045
FDR19,500,OUT010
DRB13,2458,OUT018
FDS21,919,OUT035
FDQ40,2554,OUT045
NCE55,2688,OUT013
FDX43,4701,OUT027
FDS12,1649,OUT049
DRK01,2691,OUT027
FDN25,669,OUT017
FDB60,2837,OUT046
FDQ13,1510,OUT017
DRK13,2739,OUT045
DRF25,607,OUT018
NCD42,62,OUT019
FDW25,1522,OUT045
NCV29,4338,OUT027
NCK42,3587,OUT035
DRJ13,4490,OUT027
DRD15,3994,OUT017
FDM27,2777,OUT045
FDZ50,2539,OUT018
FDC04,3791,OUT046
FDF50,3309,OUT049
FDP15,3561,OUT045
FDK46,3963,OUT035
FDZ56,2438,OUT018
FDY60,2748,OUT049
FDB10,4031,OUT035
FDR57,2169,OUT045
FDU58,2915,OUT049
FDH02,1711,OUT046
FDP48,3342,OUT013
FDI46,3963,OUT035
FDW56,3271,OUT013
NCM19,272,OUT010
FDS50,5924,OUT027
FDK24,865,OUT013
FDO36,2934,OUT017
FDK45,2436,OUT027
NCL05,755,OUT045
FDL32,1458,OUT018
FDA28,1618,OUT049
FDY36,1277,OUT018
FDP32,1416,OUT018
FDL50,1642,OUT046
DRC24,2737,OUT049
NCS18,1885,OUT017
FDD16,1662,OUT017
NCV18,1836,OUT013
FDX07,2552,OUT046
NCZ05,2765,OUT027
NCI31,615,OUT013
FDK14,1545,OUT049
NCR06,798,OUT045
NCF54,2933,OUT049
DRG23,198,OUT010
FDD53,667,OUT046
NCM31,4401,OUT027
FDT16,4266,OUT017
FDR40,1624,OUT035
DRG25,2867,OUT017
FDT10,1017,OUT035
FDY32,3174,OUT013
FDN50,1726,OUT035
FDZ35,268,OUT019
NCP54,1796,OUT045
NCD07,1896,OUT035
FDS02,2434,OUT018
DRN59,585,OUT018
DRB24,2657,OUT013
FDP37,3322,OUT027
DRB01,2429,OUT018
FDR47,2715,OUT046
NCM31,382,OUT010
NCF06,5777,OUT027
NCV17,2765,OUT027
FDS10,2568,OUT049
FDN52,1516,OUT035
FDZ48,1511,OUT013
FDJ48,3962,OUT049
DRB13,4524,OUT027
FDV59,4068,OUT017
FDL32,1906,OUT035
FDZ12,2997,OUT035
NCR06,1504,OUT027
FDP51,1936,OUT017
FDY22,2723,OUT013
FDZ38,2824,OUT049
NCO54,1023,OUT035
FDR23,3059,OUT035
FDM38,1123,OUT049
FDS25,1827,OUT013
FDZ22,1583,OUT013
FDZ20,536,OUT019
FDD45,225,OUT010
FDN03,3954,OUT049
NCW30,3587,OUT046
FDY24,1485,OUT027
FDJ26,621,OUT019
FDM15,2670,OUT049
NCW54,1504,OUT027
FDA23,1565,OUT045
FDA39,-84,OUT019
FDZ12,2861,OUT017
NCB42,1698,OUT046
FDL16,716,OUT046
FDO24,375,OUT019
NCP42,2635,OUT046
FDR19,2536,OUT018
DRL01,4140,OUT045
FDV37,2799,OUT046
FDI41,416,OUT010
FDF58,901,OUT049
NCF43,2418,OUT018
FDN02,4015,OUT049
NCP41,1831,OUT035
NCY17,1482,OUT027
FDL58,5947,OUT027
NCA30,4524,OUT027
FDE46,2278,OUT018
FDY38,4223,OUT035
NCH29,2765,OUT027
FDO20,3901,OUT045
FDP44,1344,OUT018
FDM02,2731,OUT027
FDJ14,2731,OUT027
FDH04,339,OUT010
DRK23,4585,OUT046
NCW05,2227,OUT046
FDF12,2571,OUT049
FDL51,626,OUT019
FDN03,3542,OUT018
DRJ37,2928,OUT049
FDM12,444,OUT019
FDA16,3800,OUT045
NCB07,2798,OUT017
NCI17,455,OUT019
FDR51,2690,OUT046
FDJ55,3878,OUT045
NCZ17,842,OUT013
FDU25,808,OUT013
NCG18,1813,OUT045
DRM11,3823,OUT017
FDH16,1616,OUT035
FDZ04,475,OUT018
NCX53,3049,OUT035
FDX38,1499,OUT027
FDX09,2688,OUT046
NCW05,2037,OUT018
NCS41,2703,OUT017
FDI26,2784,OUT046
NCZ41,2765,OUT027
NCK06,1935,OUT046
FDX23,2447,OUT027
NCA42,2922,OUT046
FDC20,853,OUT049
DRC49,2427,OUT018
FDX01,1393,OUT013
FDC08,3875,OUT045
FDC02,5420,OUT017
FDK10,2308,OUT045
DRC24,2571,OUT013
FDW16,202,OUT019
NCU06,3478,OUT018
DRA59,2770,OUT045
FDR24,259,OUT019
DRL35,579,OUT018
FDA49,1581,OUT013
NCC55,746,OUT046
DRD24,368,OUT019
NCE55,2943,OUT049
FDT33,2424,OUT045
NCT53,2313,OUT013
FDS26,3536,OUT046
FDL22,1533,OUT018
FDP44,1663,OUT017
FDC52,2522,OUT018
FDI53,308,OUT010
FDZ23,2636,OUT046
NCT18,3078,OUT013
FDR13,1609,OUT046
FDB09,264,OUT010
FDZ60,1455,OUT013
FDB11,3603,OUT046
FDC10,1438,OUT018
FDW56,3303,OUT035
FDK14,2732,OUT027
DRE27,2737,OUT027
FDA38,3395,OUT017
FDT11,2412,OUT045
FDP15,3809,OUT035
FDV27,1986,OUT035
FDS36,2616,OUT027
FDY40,1438,OUT027
NCF19,1035,OUT049
FDF53,2501,OUT045
FDS14,4488,OUT027
FDE56,702,OUT046
FDZ19,2582,OUT035
FDZ46,1434,OUT013
FDR16,4512,OUT046
FDG29,514,OUT018
NCE30,3705,OUT017
FDZ40,646,OUT046
FDG58,2483,OUT018
DRH03,1558,OUT013
FDZ47,1288,OUT045
FDV04,2157,OUT018
FDZ10,1585,OUT018
FDG46,2053,OUT017
NCF07,1734,OUT045
FDY44,2899,OUT035
FDB21,3510,OUT013
FDS20,2724,OUT035
FDS49,1688,OUT049
FDX55,6473,OUT027
NCQ02,2548,OUT018
FDR25,4315,OUT013
DRG39,712,OUT045
FDB46,3694,OUT046
NCC30,2417,OUT018
FDE58,1766,OUT035
FDC05,392,OUT019
FDY15,2414,OUT046
FDG14,2715,OUT046
FDL08,4128,OUT049
FDQ47,777,OUT013
FDN12,1882,OUT035
FDW10,2725,OUT013
FDD02,1627,OUT035
FDX35,477,OUT010
FDT35,2739,OUT046
DRN47,456,OUT019
FDB11,514,OUT010
FDN20,2691,OUT045
FDB59,2577,OUT035
FDJ58,2914,OUT045
FDU60,2963,OUT046
FDS03,966,OUT049
FDU40,357,OUT019
DRH15,823,OUT049
FDD04,4488,OUT027
FDQ01,3657,OUT046
FDF28,1779,OUT035
FDD22,292,OUT010
FDY19,1727,OUT046
FDN33,1481,OUT035
FDV36,1697,OUT035
FDW01,301,OUT010
FDJ28,2815,OUT049
FDB17,2817,OUT035
FDM40,2608,OUT049
FDV46,2493,OUT045
FDQ44,1703,OUT049
NCD42,812,OUT046
DRH37,2645,OUT046
FDR10,2618,OUT018
NCD06,1504,OUT027
FDI53,2579,OUT046
FDG16,3915,OUT035
DRB25,1544,OUT046
FDY09,2988,OUT046
FDX48,2641,OUT045
FDC03,548,OUT010
FDT47,2095,OUT035
FDW44,4736,OUT027
FDT24,1621,OUT017
FDT12,620,OUT019
NCS38,1834,OUT035
FDO39,2960,OUT035
FDA13,711,OUT046
FDO48,3906,OUT035
DRJ01,2309,OUT017
FDD53,403,OUT018
NCT05,4095,OUT049
FDQ51,664,OUT045
FDU60,2921,OUT013
FDC59,809,OUT046
FDP36,986,OUT035
NCM19,1720,OUT017
FDL16,821,OUT035
FDE50,2626,OUT018
NCR18,779,OUT013
NCD30,1902,OUT035
FDH31,1731,OUT013
FDD56,432,OUT019
FDC47,4123,OUT049
FDZ21,1650,OUT045
FDM01,1588,OUT049
FDF24,1614,OUT013
FDW23,660,OUT017
FDY52,636,OUT018
DRH37,4490,OUT027
DRO47,2837,OUT027
FDR25,4334,OUT049
FDQ24,5764,OUT027
DRJ51,3338,OUT018
NCU06,4131,OUT035
NCV18,1517,OUT018
NCC06,2821,OUT027
FDZ01,1437,OUT018
FDT14,1652,OUT017
FDD11,220,OUT019
FDN09,4092,OUT017
NCO18,534,OUT010
FDZ50,2774,OUT045
FDS44,4021,OUT013
FDI36,2695,OUT045
FDA26,706,OUT010
NCY53,1878,OUT049
FDF32,2743,OUT049
FDF59,236,OUT010
FDB20,1747,OUT046
DRH11,743,OUT035
FDT03,1578,OUT049
NCH06,3878,OUT035
FDR55,2942,OUT049
FDI10,2935,OUT035
FDZ12,2711,OUT045
FDM12,2915,OUT049
DRB25,1534,OUT045
NCS41,2650,OUT013
NCT53,2774,OUT049
NCD55,830,OUT013
FDY08,2769,OUT049
NCP55,1020,OUT049
FDA33,2703,OUT013
FDQ33,2887,OUT013
FDE45,4701,OUT027
FDT26,1843,OUT013
NCV53,4671,OUT049
FDK60,2616,OUT027
NCJ29,1764,OUT046
FDI15,3808,OUT045
FDX21,1627,OUT013
FDV49,599,OUT019
DRO59,1682,OUT046
FDZ14,1639,OUT045
FDP32,2951,OUT027
FDC33,2914,OUT017
FDT14,183,OUT010
NCN54,2821,OUT027
FDR57,4565,OUT027
DRK12,682,OUT046
FDX52,2825,OUT049
FDX08,512,OUT010
FDP10,273,OUT010
NCP50,1445,OUT045
NCL06,3992,OUT013
FDP25,3639,OUT013
FDE53,1358,OUT013
FDL27,655,OUT017
FDC35,3337,OUT049
DRJ47,244,OUT010
FDD16,1512,OUT018
NCN42,3097,OUT049
FDC38,2732,OUT027
NCO07,3760,OUT045
FDQ20,827,OUT049
FDI32,1857,OUT046
FDN20,391,OUT010
DRJ51,5924,OUT027
FDU08,1847,OUT045
DRN37,368,OUT019
FDD05,325,OUT010
FDW15,2754,OUT046
FDI52,1669,OUT046
DRM11,3862,OUT049
NCO06,665,OUT045
FDU38,2869,OUT049
FDU59,2286,OUT018
FDJ10,2228,OUT046
FDM13,1300,OUT049
NCJ30,451,OUT019
FDM45,1641,OUT018
FDP36,853,OUT045
NCD30,288,OUT010
FDN48,1602,OUT017
FDY32,3260,OUT049
FDU47,2728,OUT046
FDF17,357,OUT019
FDP34,2926,OUT017
FDA47,2748,OUT049
DRD27,2737,OUT027
FDW38,889,OUT045
FDZ15,266,OUT019
FDZ03,4522,OUT027
NCN19,2872,OUT049
FDG02,2530,OUT035
FDS31,2917,OUT035
FDW43,559,OUT019
FDZ47,-3,OUT010
FDO57,2268,OUT017
NCL07,714,OUT013
NCV42,1724,OUT013
FDP40,1929,OUT017
FDP48,444,OUT019
FDH21,3005,OUT017
NCP02,919,OUT049
FDK24,838,OUT049
FDC41,1580,OUT045
FDF08,1590,OUT017
FDO49,839,OUT017
FDS56,6495,OUT027
FDX46,591,OUT018
FDQ07,4233,OUT013
FDC32,93,OUT010
FDT21,631,OUT019
FDG58,2630,OUT045
FDW14,1800,OUT049
DRA12,4490,OUT027
FDV27,1646,OUT013
DRD25,1738,OUT013
DRF48,4490,OUT027
FDX24,1626,OUT017
DRJ51,3836,OUT046
FDE45,2845,OUT045
FDE14,1651,OUT046
FDG53,2650,OUT045
FDT08,2746,OUT046
DRC27,5924,OUT027
FDG20,2807,OUT035
FDC21,1795,OUT046
FDV31,2561,OUT018
FDB58,2634,OUT045
FDV23,1379,OUT046
FDA25,260,OUT019
FDC15,2499,OUT046
FDU47,2800,OUT049
FDE23,682,OUT013
FDS08,2251,OUT013
FDW03,2774,OUT027
FDJ60,2512,OUT018
FDM34,1783,OUT017
FDW33,1583,OUT013
FDZ40,650,OUT013
FDE33,1580,OUT018
NCC06,400,OUT010
FDU11,2007,OUT046
FDL44,2663,OUT017
NCZ29,1741,OUT017
FDG28,658,OUT010
FDL12,536,OUT018
FDD52,1600,OUT017
FDO15,1623,OUT013
NCN29,1482,OUT027
FDW36,1281,OUT013
FDB21,3471,OUT046
FDZ28,1703,OUT013
FDY10,1838,OUT035
DRG39,856,OUT017
FDN28,1398,OUT013
FDV15,2004,OUT035
DRI13,4009,OUT035
FDH20,1649,OUT046
FDY51,4068,OUT013
FDE16,3940,OUT013
FDX40,452,OUT018
FDC48,1455,OUT018
FDS14,2824,OUT046
FDX56,4398,OUT017
FDI10,2811,OUT046
FDI14,2788,OUT013
DRM48,771,OUT013
NCH07,4524,OUT027
FDY26,3498,OUT013
FDD02,2732,OUT027
FDM12,2888,OUT046
DRF01,-70,OUT010
FDV36,1633,OUT046
DRI59,3980,OUT013
FDV03,2495,OUT018
FDO39,2914,OUT017
NCB07,2458,OUT018
FDH38,2732,OUT027
FDZ13,892,OUT035
NCZ30,1842,OUT046
NCA06,754,OUT035
FDB04,1749,OUT049
FDN50,1659,OUT013
NCG06,3957,OUT049
NCY17,565,OUT018
FDC23,2940,OUT046
FDK33,3934,OUT049
FDR03,3753,OUT049
FDZ07,840,OUT045
FDO38,1416,OUT013
FDS59,1805,OUT046
DRM11,507,OUT019
FDX52,4462,OUT027
DRJ35,558,OUT018
NCP53,4148,OUT046
FDW15,471,OUT019
DRI47,2842,OUT045
DRZ11,1602,OUT035
FDS02,2455,OUT013
DRD49,3814,OUT018
FDW38,1100,OUT049
FDR21,469,OUT019
FDE40,977,OUT013
FDI02,1602,OUT045
FDQ04,525,OUT045
FDY14,4482,OUT017
NCT54,1667,OUT046
DRD25,1729,OUT017
DRE01,3957,OUT045
FDJ12,668,OUT010
NCZ05,1674,OUT049
DRB25,178,OUT019
NCC31,2792,OUT045
FDM16,1716,OUT045
DRG11,1658,OUT049
FDV24,4328,OUT027
FDV43,687,OUT046
FDG05,2413,OUT018
FDV23,231,OUT010
FDI58,1561,OUT018
FDQ11,4365,OUT017
FDC05,4462,OUT027
FDF40,3724,OUT013
FDU02,3373,OUT018
FDT32,2673,OUT013
NCF06,3430,OUT017
FDT46,903,OUT013
FDR58,134,OUT010
FDY04,2755,OUT046
FDT58,2662,OUT045
FDE46,2587,OUT049
DRH11,686,OUT017
DRI51,2670,OUT046
FDC35,3374,OUT017
FDP45,4056,OUT035
FDC45,2875,OUT017
FDU01,2982,OUT045
FDJ53,146,OUT010
FDJ46,2750,OUT017
FDX07,2673,OUT013
NCI30,3578,OUT049
FDE47,2615,OUT027
FDV48,1558,OUT045
FDN16,202,OUT019
FDM52,3049,OUT013
FDA32,6473,OUT027
FDH05,3965,OUT017
FDW25,-84,OUT010
FDQ09,1722,OUT046
NCM17,-65,OUT010
DRM59,2265,OUT046
FDV47,2784,OUT027
DRE15,1771,OUT035
FDS25,314,OUT010
NCZ05,1465,OUT018
NCV05,335,OUT019
DRM37,2671,OUT046
FDV58,4531,OUT027
FDN22,5947,OUT027
NCO06,977,OUT049
FDT56,-100,OUT019
FDM02,1649,OUT013
FDA09,2891,OUT046
NCC06,1986,OUT035
NCL54,3048,OUT049
NCB55,952,OUT017
FDB12,1549,OUT017
NCA54,2883,OUT049
NCS38,1896,OUT049
FDC02,4775,OUT049
FDK44,398,OUT019
FDE16,4008,OUT035
NCS05,2023,OUT035
FDZ59,2798,OUT045
FDI20,4099,OUT017
FDQ14,2829,OUT046
FDF53,2723,OUT017
FDW25,1653,OUT017
NCQ43,192,OUT010
FDX52,2811,OUT013
FDE28,3861,OUT045
FDN15,2760,OUT017
FDO28,1776,OUT017
FDQ33,2794,OUT045
FDM22,19,OUT010
FDJ03,866,OUT017
FDI16,682,OUT045
FDI09,5645,OUT027
FDX55,4210,OUT013
FDS23,2784,OUT027
DRC12,2622,OUT045
FDH41,3898,OUT049
FDN01,2417,OUT013
FDV55,2632,OUT045
NCJ19,565,OUT013
NCY29,-52,OUT010
FDP03,1551,OUT018
FDZ52,1551,OUT045
FDH31,305,OUT010
FDQ19,3205,OUT018
FDS15,1845,OUT035
FDN32,2882,OUT017
FDH32,1750,OUT049
FDF33,1981,OUT017
FDJ22,2442,OUT046
FDG56,13,OUT010
FDC05,2761,OUT046
FDK09,3675,OUT013
NCV29,2386,OUT045
NCC43,609,OUT019
NCA42,2954,OUT049
FDC10,1606,OUT046
FDC16,1750,OUT013
NCL17,2385,OUT013
FDA51,1965,OUT035
FDW01,2700,OUT017
NCF30,1687,OUT045
FDN49,660,OUT013
FDY20,1595,OUT045
FDC15,2581,OUT045
FDY24,1465,OUT046
NCG43,1919,OUT017
FDA48,3934,OUT013
NCF55,684,OUT017
FDL38,1690,OUT049
NCQ29,3432,OUT018
FDC34,2978,OUT017
FDP36,1485,OUT027
FDN50,256,OUT010
FDO23,1762,OUT049
FDT56,810,OUT013
FDT13,4483,OUT027
FDZ03,2837,OUT013
FDQ03,575,OUT010
FDU44,2832,OUT045
FDD03,3937,OUT049
NCH30,1668,OUT013
FDS60,95,OUT010
FDG08,2786,OUT046
FDX38,826,OUT017
FDD22,1773,OUT017
FDW51,3843,OUT013
FDL09,2756,OUT017
FDZ60,1337,OUT045
NCH07,2805,OUT046
NCQ41,2810,OUT049
FDW04,1492,OUT049
FDI08,6495,OUT027
FDR19,432,OUT019
FDV13,1385,OUT046
FDB52,3951,OUT017
FDZ48,2447,OUT027
NCO14,1049,OUT049
FDZ50,2843,OUT013
FDN27,287,OUT019
FDQ60,1864,OUT013
FDR49,783,OUT017
DRJ35,1445,OUT027
DRI49,1666,OUT017
FDB47,3774,OUT017
FDP37,654,OUT010
FDR26,2470,OUT049
FDY31,398,OUT019
FDC11,1480,OUT045
DRP47,3857,OUT035
NCY54,2418,OUT018
FDR27,1793,OUT046
FDQ21,393,OUT019
NCQ29,4310,OUT035
FDJ02,2548,OUT046
FDE21,1453,OUT018
FDM39,2870,OUT046
FDZ01,1729,OUT017
NCB19,1658,OUT018
FDU03,2498,OUT046
FDP27,3159,OUT049
DRF01,2050,OUT045
FDM03,1729,OUT049
FDV01,2549,OUT046
FDS16,2912,OUT046
FDO45,1870,OUT035
NCX06,2986,OUT035
FDP13,720,OUT046
NCR38,3388,OUT018
FDA01,970,OUT013
FDT26,1874,OUT017
FDD44,6495,OUT027
FDB26,814,OUT013
FDP45,653,OUT019
NCP55,830,OUT046
FDT23,1647,OUT017
FDO51,838,OUT045
FDA44,614,OUT046
NCJ31,3389,OUT018
FDX37,1516,OUT045
NCD18,3713,OUT049
FDN40,4427,OUT027
FDL33,2711,OUT017
DRF48,2193,OUT035
FDW08,1864,OUT035
FDX39,3524,OUT018
FDB38,2725,OUT049
FDY46,2278,OUT018
NCB06,2779,OUT049
FDA34,3818,OUT035
FDA35,1513,OUT045
FDQ07,4091,OUT035
FDU32,1583,OUT045
FDU26,1653,OUT013
FDU13,374,OUT010
FDO09,4245,OUT035
FDW03,286,OUT019
FDB38,2605,OUT013
FDL26,349,OUT010
NCN43,1600,OUT045
FDH08,3554,OUT045
NCC31,451,OUT019
FDH14,2717,OUT035
FDL40,1491,OUT017
FDD20,1788,OUT035
NCV53,4895,OUT035
FDD16,1484,OUT045
FDP24,1585,OUT035
FDQ25,2961,OUT045
FDM38,1135,OUT035
NCT18,703,OUT010
FDM34,1709,OUT049
DRH37,443,OUT010
NCE07,2291,OUT013
FDG12,1698,OUT013
FDB59,112,OUT010
FDS10,2312,OUT018
FDN21,211,OUT010
FDM02,1553,OUT045
FDO44,1750,OUT049
NCN17,1677,OUT017
FDH16,1338,OUT018
FDL44,2346,OUT046
FDY47,1857,OUT017
DRI39,776,OUT046
NCX54,1596,OUT018
FDE59,787,OUT046
FDO46,2648,OUT045
DRE13,1527,OUT046
FDW14,1709,OUT013
FDF35,1722,OUT046
FDO50,261,OUT019
DRF49,1691,OUT017
FDT60,1663,OUT049
FDP38,639,OUT045
FDA31,4701,OUT027
FDY52,-29,OUT010
FDD03,5924,OUT027
FDN52,1246,OUT018
FDU20,310,OUT010
FDD22,1808,OUT035
NCB55,-77,OUT019
FDN27,980,OUT045
FDD16,1587,OUT013
FDW48,1560,OUT046
DRN35,727,OUT045
FDX25,2829,OUT049
DRD49,4200,OUT049
FDE21,325,OUT019
FDN44,2871,OUT035
DRC01,877,OUT049
NCK30,3819,OUT046
FDU39,866,OUT013
FDB49,1715,OUT013
FDS12,1551,OUT045
FDR57,2130,OUT018
FDX22,5947,OUT027
FDC60,1795,OUT013
NCE42,2658,OUT049
NCK42,3552,OUT049
DRE01,4196,OUT017
FDE57,2561,OUT018
DRK59,507,OUT019
FDB10,5925,OUT027
FDQ25,3008,OUT046
FDY26,3835,OUT017
FDG28,3938,OUT049
FDM14,1691,OUT049
NCH29,1910,OUT049
FDD48,1748,OUT049
FDC17,3894,OUT045
DRH49,2691,OUT027
FDN44,2528,OUT018
FDC29,1826,OUT045
DRK01,178,OUT019
FDD48,1804,OUT017
FDB59,2325,OUT013
FDY45,942,OUT010
FDX60,1426,OUT035
FDT09,786,OUT010
DRB24,2427,OUT018
FDL13,4327,OUT035
FDN16,1682,OUT035
FDK57,1425,OUT013
FDO22,2852,OUT027
FDC57,392,OUT010
FDZ13,1494,OUT027
FDW27,2424,OUT013
FDX10,780,OUT049
FDY08,2477,OUT018
FDA49,1756,OUT017
FDC32,1289,OUT018
FDO04,712,OUT035
NCZ54,3078,OUT013
FDY40,629,OUT045
FDW36,1393,OUT045
FDE11,4044,OUT017
DRE37,2665,OUT045
NCK19,2852,OUT017
FDT19,3300,OUT035
FDE56,773,OUT045
FDZ57,238,OUT010
FDB35,1684,OUT035
FDF09,-283,OUT010
FDO34,3050,OUT046
FDA55,4033,OUT046
NCM18,968,OUT035
FDJ20,324,OUT019
DRQ35,361,OUT019
FDG02,2417,OUT013
NCU29,2583,OUT018
FDL27,1514,OUT027
NCA54,2816,OUT035
FDJ32,847,OUT035
FDB21,536,OUT019
